Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.0,Mon Jun 04 17:50:05 +0000 2018,0.0,1.0,0.0,Here's why Guatemala's volcanic eruption is so much deadlier than Hawaii's https://t.co/mzY1Cd82Ci https://t.co/M2utyYTRel,52,CNN
-0.4767,Mon Jun 04 17:45:00 +0000 2018,0.171,0.829,0.0,How Uber moved into New York City and defeated the formidable yellow cab industry https://t.co/3qOAxwMlAf https://t.co/9EmOxq0uwQ,53,CNN
-0.4019,Mon Jun 04 17:40:05 +0000 2018,0.213,0.787,0.0,Democrats still have a Bill Clinton problem | Analysis by @zbyronwolf https://t.co/5ePVTWx4Z9 https://t.co/sTf99f6NUh,54,CNN
-0.1779,Mon Jun 04 17:30:07 +0000 2018,0.098,0.837,0.065,Former President George H.W. Bush has been discharged from a Maine hospital after being admitted due to low blood p… https://t.co/a34kghR3g6,55,CNN
0.0,Mon Jun 04 17:21:00 +0000 2018,0.0,1.0,0.0,"Here's a reason to visit Sydney during the winter: ""Vivid Sydney,"" a spectacular 90-installation light show, music… https://t.co/5INtoFdP25",56,CNN
0.0,Mon Jun 04 17:13:06 +0000 2018,0.0,1.0,0.0,"Jesse Duplantis says he's not asking followers to buy him a $54 million private jet. He just wants them to ""believe… https://t.co/yWwx2Uun8O",57,CNN
0.0,Mon Jun 04 17:06:25 +0000 2018,0.0,1.0,0.0,"""That's not what the American people, I think, would be able to stand for."" Former US attorney Preet Bharara says i… https://t.co/B8xwZlw8UM",58,CNN
0.0,Mon Jun 04 16:58:47 +0000 2018,0.0,1.0,0.0,The White House just got caught in a lie about the infamous Trump Tower meeting | Analysis by @CillizzaCNN… https://t.co/t4VILlRcS2,59,CNN
0.0,Mon Jun 04 16:41:00 +0000 2018,0.0,1.0,0.0,An aide for EPA Administrator Scott Pruitt inquired about purchasing a used mattress for him from the Trump Interna… https://t.co/dqxE5xuZKE,60,CNN
0.0,Mon Jun 04 16:33:38 +0000 2018,0.0,1.0,0.0,"Janet Jackson called police Saturday over concern for her 1-year-old son, who was found by authorities with his fat… https://t.co/hfxEFsG1iT",61,CNN
0.0,Mon Jun 04 16:20:04 +0000 2018,0.0,1.0,0.0,Apple CEO Tim Cook will soon take the stage at the company's annual World Wide Developers Conference to preview new… https://t.co/MJvYoAFp78,62,CNN
-0.3182,Mon Jun 04 16:10:00 +0000 2018,0.099,0.901,0.0,"""Never give up on your ambition"": Chinese climber Xia Boyu, who lost both legs to frostbite on Everest more than 40… https://t.co/F65f3x7oDN",63,CNN
0.0,Mon Jun 04 16:00:09 +0000 2018,0.0,1.0,0.0,Bill Clinton still doesn't get it on Monica Lewinsky and #MeToo | Analysis by @CillizzaCNN https://t.co/2n2GvKzqsR https://t.co/ngBIhtVg09,64,CNN
-0.25,Mon Jun 04 15:50:05 +0000 2018,0.1,0.9,0.0,"Scot Peterson, the school resource officer who has been publicly crucified for his inaction during the Parkland, Fl… https://t.co/SDu8KI2iyY",65,CNN
-0.5574,Mon Jun 04 15:40:08 +0000 2018,0.153,0.847,0.0,Conjoined twins Maria and Consolata Mwakikuti died on Saturday at the age of 21. They were studying education and d… https://t.co/JvaZBugwrt,66,CNN
0.0,Mon Jun 04 15:31:58 +0000 2018,0.0,1.0,0.0,An aide for EPA Administrator Scott Pruitt inquired about purchasing a used mattress for him from the Trump Interna… https://t.co/nbaHU2z7vN,67,CNN
0.2732,Mon Jun 04 15:19:54 +0000 2018,0.0,0.884,0.116,Jimmy Fallon made a surprise appearance at Marjory Stoneman Douglas graduation on Sunday. He offered students a lit… https://t.co/zq4R1e4PFH,68,CNN
0.0,Mon Jun 04 15:06:00 +0000 2018,0.0,1.0,0.0,Here’s how the House farm bill would give billionaires (and their nieces and nephews) lucrative farm subsidies whil… https://t.co/7qLwCuNU9k,69,CNN
0.4215,Mon Jun 04 14:55:39 +0000 2018,0.0,0.872,0.128,"Facebook is defending its practice of sharing users' personal data with dozens of makers of phones and tablets, inc… https://t.co/IeEG24DwS0",70,CNN
0.8271,Mon Jun 04 14:44:40 +0000 2018,0.0,0.628,0.372,Read the Supreme Court decision in Masterpiece Cakeshop v. Colorado Civil Rights Commission https://t.co/8cZvSlvjix https://t.co/Ys1MBIQbcc,71,CNN
0.7351,Mon Jun 04 14:35:11 +0000 2018,0.083,0.639,0.278,JUST IN: The Supreme Court hands a win to the Colorado baker who refused to design a cake for a same-sex wedding… https://t.co/8eSypaKAdm,72,CNN
0.1655,Mon Jun 04 14:32:51 +0000 2018,0.0,0.924,0.076,President Trump wants you to know he can pardon himself. But he's not going to -- yet | Analysis by @CillizzaCNN… https://t.co/p8mGhOcYj2,73,CNN
0.5267,Mon Jun 04 14:20:07 +0000 2018,0.111,0.606,0.283,Supreme Court wipes away lower court ruling that granted undocumented teen access to abortion… https://t.co/wRy84MG3RE,74,CNN
0.5106,Mon Jun 04 14:10:12 +0000 2018,0.0,0.845,0.155,"Mylan CEO Heather Bresch is the first woman to run a major pharmaceutical company. Her advice? ""Be comfortable bein… https://t.co/o74KQ56dRk",75,CNN
0.0,Mon Jun 04 13:58:19 +0000 2018,0.0,1.0,0.0,"President Trump's phone call with French President Emmanuel Macron described as ""bad"" and ""terrible""… https://t.co/ux6OkeMytw",76,CNN
0.4754,Mon Jun 04 13:50:06 +0000 2018,0.0,0.829,0.171,"Microsoft is buying GitHub, a coding platform that's hugely popular among software developers, for $7.5 billion… https://t.co/1VM3sLoZdf",77,CNN
-0.1027,Mon Jun 04 13:40:10 +0000 2018,0.113,0.887,0.0,"Vermont will pay you up to $10,000 to move there https://t.co/CYoUjiSnnE https://t.co/DyiY0LUpJY",78,CNN
0.0,Mon Jun 04 13:35:59 +0000 2018,0.0,1.0,0.0,Guatemala’s Fuego volcano spewed thick clouds of smoke nearly six miles into the air on Sunday. A hiker captured th… https://t.co/nsEC3gc19t,79,CNN
-0.5106,Mon Jun 04 13:24:20 +0000 2018,0.163,0.837,0.0,"""It seems, Mr. Mayor, the biggest failure in recollection was the recollection to actually tell the truth"":… https://t.co/02RsEgydqi",80,CNN
0.3182,Mon Jun 04 13:09:50 +0000 2018,0.0,0.839,0.161,"President Trump says he has the ""absolute right to pardon myself"" https://t.co/BDyOu9CnXX https://t.co/bFcvbd3ar6",81,CNN
-0.5574,Mon Jun 04 13:04:08 +0000 2018,0.153,0.847,0.0,A short-fin male pilot whale has died in Southern Thailand after ingesting more than 17 lbs of plastic bags and pac… https://t.co/VpIMugjAq4,82,CNN
-0.6705,Mon Jun 04 12:55:39 +0000 2018,0.22,0.78,0.0,A forensic psychiatrist and two paralegals were killed in the Phoenix-Scottsdale area in two shootings that occurre… https://t.co/Op197QJYss,83,CNN
-0.4932,Mon Jun 04 12:44:10 +0000 2018,0.189,0.811,0.0,"Former President Bill Clinton says he never reached out to Monica Lewinsky following the scandal.

""No, I do not --… https://t.co/1w3MOr1F24",84,CNN
0.3818,Mon Jun 04 12:25:03 +0000 2018,0.113,0.667,0.221,Apple is expected to launch an exciting new iPhone feature to address a problem it helped create: phone addiction.… https://t.co/UxPNoWJXtp,85,CNN
-0.5574,Mon Jun 04 12:13:33 +0000 2018,0.153,0.847,0.0,"At least 48 people died after a boat carrying around 180 migrants sank off the coast of Tunisia late Saturday, acco… https://t.co/tM44eFB0aA",86,CNN
-0.765,Mon Jun 04 12:01:38 +0000 2018,0.292,0.708,0.0,Passengers are still turning away from Southwest Airlines following the fatal accident in April when a passenger wa… https://t.co/WidKMZ1JU6,87,CNN
0.0,Mon Jun 04 11:50:05 +0000 2018,0.0,1.0,0.0,First lady Melania Trump is expected to attend an official White House event today for the first time since May 10… https://t.co/ipDaEAWUsX,88,CNN
-0.8225,Mon Jun 04 11:40:10 +0000 2018,0.297,0.703,0.0,At least 7 people were killed by an attack on a meeting of several thousand Islamic scholars in Afghanistan who wer… https://t.co/iUfengkbET,89,CNN
0.4215,Mon Jun 04 11:31:22 +0000 2018,0.0,0.872,0.128,Facebook is defending its practice of sharing users' personal data with dozens of makers of phones and tablets incl… https://t.co/ey8MOva4Jv,90,CNN
0.0,Mon Jun 04 11:20:08 +0000 2018,0.071,0.859,0.071,"A magnitude 5.5 earthquake shook the Kilauea summit on Sunday afternoon, resulting in an ash plume that reached up… https://t.co/R2zrmtVle4",91,CNN
0.2732,Mon Jun 04 11:10:06 +0000 2018,0.0,0.811,0.189,Trump's trade moves create midterm headache for Republicans https://t.co/nNDxQuHpIk https://t.co/llz9mhSBXV,92,CNN
-0.743,Mon Jun 04 11:00:12 +0000 2018,0.387,0.613,0.0,"5 things for Monday:

- Tariffs
- Jordan protests
- Volcanoes
- Facebook
- Breast cancer

https://t.co/nrnz4OTRBm https://t.co/fLUSz6k3M9",93,CNN
0.0,Mon Jun 04 10:50:07 +0000 2018,0.143,0.714,0.143,House farm bill seeks to restrict food stamp benefits while allowing subsidies for billionaires… https://t.co/8txFqZIFPh,94,CNN
0.0,Mon Jun 04 10:40:03 +0000 2018,0.0,1.0,0.0,Trump's above-the-law presidency | Analysis by @StCollinson https://t.co/AcDJ1c2DnS https://t.co/txhTaxG0Wa,95,CNN
0.0,Mon Jun 04 10:32:00 +0000 2018,0.0,1.0,0.0,Take one of the first rides on London's new subway line -- the biggest engineering project in Europe… https://t.co/1zx9NKxjy9,96,CNN
0.128,Mon Jun 04 10:24:04 +0000 2018,0.0,0.933,0.067,"Former New Jersey Gov. Chris Christie knocks the claim from Trump's legal team that, by nature of his office, the P… https://t.co/SjCgGDviZt",97,CNN
0.3875,Mon Jun 04 10:10:48 +0000 2018,0.0,0.878,0.122,"Trump could have 'shot James Comey' and not faced prosecution for it while in office, Rudy Giuliani tells HuffPost… https://t.co/r3OR3AzN3Z",98,CNN
0.0,Mon Jun 04 10:01:19 +0000 2018,0.0,1.0,0.0,Former President Bill Clinton says an impeachment process over the Russia probe would be underway if a Democrat wer… https://t.co/7pwwFSgrIs,99,CNN
0.1027,Mon Jun 04 09:50:25 +0000 2018,0.113,0.755,0.132,Facebook is under fire for sharing information about its users with dozens of smartphone and tablet makers https://t.co/hNupeUP8k8,100,CNN
0.5719,Mon Jun 04 21:05:33 +0000 2018,0.0,0.844,0.156,"Jeremy Tedesco, baker's attorney: ""Jack has every intention of getting back into doing the art that he loves the mo… https://t.co/HIGhDpmnid",1,FoxNews
-0.4215,Mon Jun 04 20:59:23 +0000 2018,0.215,0.701,0.084,"Jeremy Tedesco, baker's attorney: ""Make no mistake, this is an important ruling that reaffirms that principle that… https://t.co/6J3B7wCA6u",2,FoxNews
0.8126,Mon Jun 04 20:49:54 +0000 2018,0.0,0.709,0.291,"Jeremy Tedesco, baker's attorney: ""Jack Phillips won and he won in a way that reaffirmed the idea that government h… https://t.co/KbnKNMSgPg",3,FoxNews
0.4215,Mon Jun 04 20:45:00 +0000 2018,0.0,0.823,0.177,"TONIGHT, 9p ET: It's a Powerful 'Hannity' With Guests @marklevinshow &amp; @PressSec Sarah Sanders https://t.co/eG2K9dVAkc",4,FoxNews
0.0,Mon Jun 04 20:40:34 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: #BreakingNews: @Starbucks Executive Chairman Howard Schultz is stepping down. https://t.co/GIutrPP2gT,5,FoxNews
-0.2944,Mon Jun 04 20:34:44 +0000 2018,0.128,0.872,0.0,'This Could Be a Race': @ChrisStirewalt on Whether NJ Dem @SenatorMenendez Is More Vulnerable Than Expected… https://t.co/1Hg80HVdiw,6,FoxNews
-0.4767,Mon Jun 04 20:22:23 +0000 2018,0.205,0.795,0.0,UK teen in all-female Islamic State cell convicted of plotting museum attack. https://t.co/NiODCjrFws,7,FoxNews
0.7783,Mon Jun 04 20:09:51 +0000 2018,0.0,0.688,0.312,".@KellyannePolls: “The last president was given the Nobel Peace Prize, this president may actually earn it.”… https://t.co/fYiMiOQArD",8,FoxNews
0.1027,Mon Jun 04 19:58:12 +0000 2018,0.117,0.745,0.138,"4 climbers, including 2 Boy Scouts, found alive after going missing while hiking Mount Baker in Washington. https://t.co/qDv2aju13P",9,FoxNews
-0.34,Mon Jun 04 19:50:45 +0000 2018,0.138,0.862,0.0,"Guatemala police officer captures the moment the 'Volcano of Fire' erupts, engulfing streets in ash. https://t.co/ibJ8O3CLoJ",10,FoxNews
0.0,Mon Jun 04 19:44:21 +0000 2018,0.0,1.0,0.0,"Several people shot at a Texas football game, police say. https://t.co/5n2Lh64UUl",11,FoxNews
0.4404,Mon Jun 04 19:37:18 +0000 2018,0.0,0.868,0.132,A fawn gets a new lease on life thanks to three men who pulled it out of a sewer in New York. https://t.co/ktCJBsmEtA,12,FoxNews
-0.0516,Mon Jun 04 19:29:28 +0000 2018,0.15,0.714,0.136,Ex-Navy sailor pardoned by @POTUS says he's suing @Comey and @BarackObama. https://t.co/ESWGLNciyu,13,FoxNews
-0.5423,Mon Jun 04 19:20:10 +0000 2018,0.226,0.774,0.0,"UPDATE: Guatemala volcano eruption kills at least 62, forces thousands to evacuate. https://t.co/cP8hTuDvwH",14,FoxNews
-0.7579,Mon Jun 04 19:15:08 +0000 2018,0.333,0.667,0.0,"Arizona suspect linked to 4 recent shooting deaths found dead in hotel room, police say. https://t.co/sSyvhtQl08",15,FoxNews
0.6997,Mon Jun 04 19:09:52 +0000 2018,0.0,0.757,0.243,".@PressSec on tariffs: ""The president feels very confident in his decision and will continue to make sure that the… https://t.co/oZ4c3t4sdu",16,FoxNews
-0.2263,Mon Jun 04 19:05:26 +0000 2018,0.128,0.782,0.091,".@PressSec on pardons: ""The president looks at each case individually to see if something wrong has been done, or w… https://t.co/4kgw5voFYX",17,FoxNews
-0.0516,Mon Jun 04 18:58:43 +0000 2018,0.113,0.784,0.103,".@PressSec: ""The president feels strongly that the steel and aluminum industries are critical to our national secur… https://t.co/CUOP15qhMA",18,FoxNews
0.5574,Mon Jun 04 18:53:12 +0000 2018,0.0,0.833,0.167,"@PressSec on diplomatic talks with North Korea: ""They've been positive and we're looking forward to the meeting in… https://t.co/RtdqdMuIu4",19,FoxNews
0.6546,Mon Jun 04 18:48:10 +0000 2018,0.0,0.723,0.277,".@PressSec: ""Thankfully the president hasn't done anything wrong and wouldn't have any need for a pardon.""… https://t.co/ocKZV4Gcaz",20,FoxNews
0.5719,Mon Jun 04 21:05:33 +0000 2018,0.0,0.844,0.156,"Jeremy Tedesco, baker's attorney: ""Jack has every intention of getting back into doing the art that he loves the mo… https://t.co/HIGhDpmnid",21,FoxNews
-0.4215,Mon Jun 04 20:59:23 +0000 2018,0.215,0.701,0.084,"Jeremy Tedesco, baker's attorney: ""Make no mistake, this is an important ruling that reaffirms that principle that… https://t.co/6J3B7wCA6u",22,FoxNews
0.8126,Mon Jun 04 20:49:54 +0000 2018,0.0,0.709,0.291,"Jeremy Tedesco, baker's attorney: ""Jack Phillips won and he won in a way that reaffirmed the idea that government h… https://t.co/KbnKNMSgPg",23,FoxNews
0.4215,Mon Jun 04 20:45:00 +0000 2018,0.0,0.823,0.177,"TONIGHT, 9p ET: It's a Powerful 'Hannity' With Guests @marklevinshow &amp; @PressSec Sarah Sanders https://t.co/eG2K9dVAkc",24,FoxNews
0.0,Mon Jun 04 20:40:34 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: #BreakingNews: @Starbucks Executive Chairman Howard Schultz is stepping down. https://t.co/GIutrPP2gT,25,FoxNews
-0.2944,Mon Jun 04 20:34:44 +0000 2018,0.128,0.872,0.0,'This Could Be a Race': @ChrisStirewalt on Whether NJ Dem @SenatorMenendez Is More Vulnerable Than Expected… https://t.co/1Hg80HVdiw,26,FoxNews
-0.4767,Mon Jun 04 20:22:23 +0000 2018,0.205,0.795,0.0,UK teen in all-female Islamic State cell convicted of plotting museum attack. https://t.co/NiODCjrFws,27,FoxNews
0.7783,Mon Jun 04 20:09:51 +0000 2018,0.0,0.688,0.312,".@KellyannePolls: “The last president was given the Nobel Peace Prize, this president may actually earn it.”… https://t.co/fYiMiOQArD",28,FoxNews
0.1027,Mon Jun 04 19:58:12 +0000 2018,0.117,0.745,0.138,"4 climbers, including 2 Boy Scouts, found alive after going missing while hiking Mount Baker in Washington. https://t.co/qDv2aju13P",29,FoxNews
-0.34,Mon Jun 04 19:50:45 +0000 2018,0.138,0.862,0.0,"Guatemala police officer captures the moment the 'Volcano of Fire' erupts, engulfing streets in ash. https://t.co/ibJ8O3CLoJ",30,FoxNews
0.0,Mon Jun 04 19:44:21 +0000 2018,0.0,1.0,0.0,"Several people shot at a Texas football game, police say. https://t.co/5n2Lh64UUl",31,FoxNews
0.4404,Mon Jun 04 19:37:18 +0000 2018,0.0,0.868,0.132,A fawn gets a new lease on life thanks to three men who pulled it out of a sewer in New York. https://t.co/ktCJBsmEtA,32,FoxNews
-0.0516,Mon Jun 04 19:29:28 +0000 2018,0.15,0.714,0.136,Ex-Navy sailor pardoned by @POTUS says he's suing @Comey and @BarackObama. https://t.co/ESWGLNciyu,33,FoxNews
-0.5423,Mon Jun 04 19:20:10 +0000 2018,0.226,0.774,0.0,"UPDATE: Guatemala volcano eruption kills at least 62, forces thousands to evacuate. https://t.co/cP8hTuDvwH",34,FoxNews
-0.7579,Mon Jun 04 19:15:08 +0000 2018,0.333,0.667,0.0,"Arizona suspect linked to 4 recent shooting deaths found dead in hotel room, police say. https://t.co/sSyvhtQl08",35,FoxNews
0.6997,Mon Jun 04 19:09:52 +0000 2018,0.0,0.757,0.243,".@PressSec on tariffs: ""The president feels very confident in his decision and will continue to make sure that the… https://t.co/oZ4c3t4sdu",36,FoxNews
-0.2263,Mon Jun 04 19:05:26 +0000 2018,0.128,0.782,0.091,".@PressSec on pardons: ""The president looks at each case individually to see if something wrong has been done, or w… https://t.co/4kgw5voFYX",37,FoxNews
-0.0516,Mon Jun 04 18:58:43 +0000 2018,0.113,0.784,0.103,".@PressSec: ""The president feels strongly that the steel and aluminum industries are critical to our national secur… https://t.co/CUOP15qhMA",38,FoxNews
0.5574,Mon Jun 04 18:53:12 +0000 2018,0.0,0.833,0.167,"@PressSec on diplomatic talks with North Korea: ""They've been positive and we're looking forward to the meeting in… https://t.co/RtdqdMuIu4",39,FoxNews
0.6546,Mon Jun 04 18:48:10 +0000 2018,0.0,0.723,0.277,".@PressSec: ""Thankfully the president hasn't done anything wrong and wouldn't have any need for a pardon.""… https://t.co/ocKZV4Gcaz",40,FoxNews
0.0,Mon Jun 04 18:42:29 +0000 2018,0.0,1.0,0.0,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/hsasGriizq,41,FoxNews
-0.7096,Mon Jun 04 18:40:55 +0000 2018,0.296,0.704,0.0,"Boy, 11, fights off man who attempted to steal father's car in Connecticut, police say. https://t.co/exkUHaXtME",42,FoxNews
0.8625,Mon Jun 04 18:35:30 +0000 2018,0.0,0.51,0.49,OPINION: Supreme Court's same-sex wedding cake decision -- a significant victory for freedom https://t.co/JfsmJ3sXIf,43,FoxNews
-0.4215,Mon Jun 04 18:25:31 +0000 2018,0.324,0.511,0.165,"Wedding crasher steals gift envelopes intended for bride and groom, disappears https://t.co/RCDuOZsPwS",44,FoxNews
-0.34,Mon Jun 04 18:17:04 +0000 2018,0.146,0.854,0.0,"VIDEO: Guatemala police officer captures moment 'Volcano of Fire' erupts, engulfing streets in ash https://t.co/TZB5LdRiNs",45,FoxNews
0.0,Mon Jun 04 18:15:24 +0000 2018,0.0,1.0,0.0,States holding primaries Tuesday @dailybriefing https://t.co/UOKZthlCbB,46,FoxNews
0.0,Mon Jun 04 18:02:57 +0000 2018,0.0,1.0,0.0,Awaiting: @WhiteHouse press briefing https://t.co/CUJkBRNYaB,47,FoxNews
0.3595,Mon Jun 04 17:59:00 +0000 2018,0.0,0.849,0.151,TONIGHT: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! https://t.co/M6Imq8qQGm https://t.co/Svn4SxQYGE,48,FoxNews
0.0,Mon Jun 04 17:55:00 +0000 2018,0.0,1.0,0.0,Saudi Arabia issues first driving licenses to 10 women https://t.co/boyLJt5tXO (via @christocarbone),49,FoxNews
0.0,Mon Jun 04 17:40:36 +0000 2018,0.0,1.0,0.0,An asteroid turned into a blazing fireball over Africa last weekend https://t.co/SI8vFB3h4U,50,FoxNews
0.0,Mon Jun 04 17:25:19 +0000 2018,0.0,1.0,0.0,George H.W. Bush discharged from hospital https://t.co/NuY9OaQTZW,51,FoxNews
0.5267,Mon Jun 04 17:18:20 +0000 2018,0.0,0.784,0.216,"Rep. @davidcicilline: “The American people are entitled to know the truth, let the investigation continue. Mr. Muel… https://t.co/oQprGX7bC0",52,FoxNews
0.3818,Mon Jun 04 17:10:55 +0000 2018,0.0,0.795,0.205,".@RepAndyBiggsAZ: “I think that there’s a Constitutional authority for the President to pardon himself, I think it… https://t.co/sVCyBqmyQz",53,FoxNews
-0.7845,Mon Jun 04 16:59:07 +0000 2018,0.347,0.653,0.0,Iraq War vet saves Wyoming trooper from man who was attacking him on highway https://t.co/b9ahOPWgf8,54,FoxNews
0.2263,Mon Jun 04 16:45:31 +0000 2018,0.0,0.853,0.147,High school grad surprised by return of dad deployed overseas https://t.co/jPEi8z5zPx https://t.co/sfUsPBUOSX,55,FoxNews
-0.2023,Mon Jun 04 16:30:20 +0000 2018,0.153,0.847,0.0,Jim Carrey trolls Melania Trump in latest politically charged artwork https://t.co/ntIeubIDYz,56,FoxNews
0.3626,Mon Jun 04 16:27:04 +0000 2018,0.0,0.8,0.2,"Netflix becoming less popular among conservative viewers, new study finds https://t.co/8AQhEzxhzY",57,FoxNews
0.34,Mon Jun 04 16:19:39 +0000 2018,0.101,0.734,0.165,Supreme Court sides with Colorado baker who refused to make wedding cake for same-sex couple; @MikeEmanuelFox repor… https://t.co/A0gj22kwlz,58,FoxNews
0.0,Mon Jun 04 16:15:16 +0000 2018,0.0,1.0,0.0,University of Michigan Paying $8.4M Annually for Nearly 100 Diversity Staffers https://t.co/Inh4fhYHFl,59,FoxNews
0.128,Mon Jun 04 16:08:00 +0000 2018,0.111,0.754,0.136,.@ShannonBream reacts to #SCOTUS ruling in favor of baker who refused to make same-sex wedding cake… https://t.co/QBKzAnMV0W,60,FoxNews
0.5574,Mon Jun 04 16:05:50 +0000 2018,0.0,0.769,0.231,Supreme Court sides with Trump administration over immigrant teen who got abortion https://t.co/idvMUFvlqK,61,FoxNews
-0.4767,Mon Jun 04 16:02:31 +0000 2018,0.193,0.807,0.0,.@Judgenap: SCOTUS Ruling for Baker in Same-Sex Wedding Cake Case Is a 'Dangerous Opinion' https://t.co/aTXBkQaLTr,62,FoxNews
0.4215,Mon Jun 04 15:58:47 +0000 2018,0.0,0.823,0.177,"TONIGHT, 9p ET: It's a Powerful 'Hannity' With Guests @marklevinshow &amp; @PressSec Sarah Sanders https://t.co/M6Imq8qQGm",63,FoxNews
-0.7269,Mon Jun 04 15:44:21 +0000 2018,0.404,0.596,0.0,Iraq War Veteran Saves Trooper by Putting Suspect in Chokehold https://t.co/4DCiadYY0x,64,FoxNews
0.0,Mon Jun 04 15:39:47 +0000 2018,0.0,1.0,0.0,.@SecPompeo leads the U.S. delegation to the 48th Regular Session of the General Assembly of the Organization of Am… https://t.co/qw7pd8bRBa,65,FoxNews
0.8176,Mon Jun 04 15:30:02 +0000 2018,0.0,0.694,0.306,"The team you trust. The network you love.

Watch @OutnumberedOT at 1p ET and @DailyBriefing at 2p ET. https://t.co/0gUWyhHJpl",66,FoxNews
-0.7579,Mon Jun 04 15:27:47 +0000 2018,0.289,0.711,0.0,"Breaking News: Arizona suspect linked to shooting deaths of 4 people found dead in hotel room, police say https://t.co/6s5S4BVcQk",67,FoxNews
0.0,Mon Jun 04 15:21:30 +0000 2018,0.0,1.0,0.0,Key preparations ahead of Trump-Kim summit; @johnrobertsFox reports https://t.co/zcCyJ7iS7y,68,FoxNews
-0.4588,Mon Jun 04 15:11:27 +0000 2018,0.167,0.833,0.0,Kirt Webster accuser Austin C. Rick writing tell-all about disgraced country music publicist (via @Sashafb)  https://t.co/aDzoahJ8c4,69,FoxNews
0.4767,Mon Jun 04 15:07:11 +0000 2018,0.0,0.871,0.129,"“With respect to this case and this case only, the baker prevails because the baker’s decision not to bake the cake… https://t.co/dQofxYXHlx",70,FoxNews
-0.4588,Mon Jun 04 15:02:14 +0000 2018,0.158,0.842,0.0,Disgraced Parkland school cop Scot Peterson defends his actions: ‘How can they keep saying I did nothing?’ https://t.co/OiDGJ6pQKx,71,FoxNews
-0.25,Mon Jun 04 14:58:24 +0000 2018,0.219,0.663,0.117,"Arizona suspect linked to four shooting deaths, including prominent forensic psychiatrist, cornered in motel, polic… https://t.co/0KrccGpmTo",72,FoxNews
0.5574,Mon Jun 04 14:54:00 +0000 2018,0.0,0.806,0.194,"Supreme Court to tackle immigration, voting rights, unions: A look at major cases on justices' agenda https://t.co/K462iLPSZz",73,FoxNews
0.3818,Mon Jun 04 14:52:19 +0000 2018,0.0,0.847,0.153,"Gen. Jack Keane (Ret): “We’re not just affecting the security of the United States, but also of the region and the… https://t.co/Sqm2nEclWc",74,FoxNews
0.128,Mon Jun 04 14:49:00 +0000 2018,0.111,0.754,0.136,.@ShannonBream reacts to #SCOTUS ruling in favor of baker who refused to make same-sex wedding cake… https://t.co/3CMtSInDQP,75,FoxNews
-0.296,Mon Jun 04 14:41:19 +0000 2018,0.128,0.872,0.0,#SCOTUS sides with Colorado baker who refused to make wedding cake for same-sex couple https://t.co/15ULbC5IEs https://t.co/fyxLZ3YCSI,76,FoxNews
0.5574,Mon Jun 04 14:36:09 +0000 2018,0.0,0.753,0.247,Supreme Court decides Colorado gay wedding cake case: A timeline of events https://t.co/0Hk3TVPZwH,77,FoxNews
