Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
-0.25,Mon Jun 04 14:31:19 +0000 2018,0.209,0.68,0.112,"JUST IN: Arizona suspect linked to four shooting deaths, including prominent forensic psychiatrist, cornered in mot… https://t.co/Dvx2gz91i4",78,FoxNews
0.34,Mon Jun 04 14:25:28 +0000 2018,0.101,0.734,0.165,BREAKING NEWS: Supreme Court sides with Colorado baker who refused to make wedding cake for same-sex couple… https://t.co/kktRvhq9Nk,79,FoxNews
0.5574,Mon Jun 04 14:21:42 +0000 2018,0.0,0.795,0.205,JUST IN: Supreme Court rules for Colorado baker who wouldn’t make same-sex wedding cake https://t.co/GAlMSFKKjL,80,FoxNews
0.3595,Mon Jun 04 14:18:08 +0000 2018,0.0,0.849,0.151,TONIGHT: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! https://t.co/M6Imq8qQGm https://t.co/1p44SmGM5P,81,FoxNews
0.7351,Mon Jun 04 14:15:30 +0000 2018,0.0,0.66,0.34,.@SenJohnBarrasso: “The president knows we need peace and stability abroad if we want security at home.”… https://t.co/IGG5GKM2kj,82,FoxNews
0.4939,Mon Jun 04 14:11:20 +0000 2018,0.118,0.63,0.252,.@SenJohnBarrasso on @POTUS: “He has replaced a policy of weakness with a policy of strength for the United States… https://t.co/Ba65qvGcyi,83,FoxNews
0.5563,Mon Jun 04 14:06:07 +0000 2018,0.0,0.715,0.285,.@MarshaBlackburn: “I think it’s a very hopeful time.” @AmericaNewsroom https://t.co/1BzlXmYReY https://t.co/qaHMGOcqA0,84,FoxNews
0.5859,Mon Jun 04 13:58:00 +0000 2018,0.0,0.78,0.22,".@MarshaBlackburn: ""This kind of hype and hyperbole around the special counsel, it doesn’t create one job. It doesn… https://t.co/aVIk5OW0QO",85,FoxNews
-0.4215,Mon Jun 04 13:53:04 +0000 2018,0.219,0.781,0.0,JUST IN: @serenawilliams withdraws from French Open due to injury https://t.co/qlIUpIgL2X,86,FoxNews
0.2263,Mon Jun 04 13:50:49 +0000 2018,0.0,0.881,0.119,New York City proposal would allow adults to choose gender 'X' on birth certificates https://t.co/4yacCnhMr5,87,FoxNews
0.0,Mon Jun 04 13:47:04 +0000 2018,0.0,1.0,0.0,California’s primary next big test for @TheDemocrats; @pdoocy reports @AmericaNewsroom https://t.co/G0Pn0zEbA6,88,FoxNews
0.5994,Mon Jun 04 13:41:45 +0000 2018,0.0,0.738,0.262,Philadelphia @Eagles who plan to skip the @WhiteHouse Super Bowl visit https://t.co/4V8bzwC9Mu,89,FoxNews
0.1655,Mon Jun 04 13:10:33 +0000 2018,0.0,0.879,0.121,Trump asserts 'absolute right' to pardon himself – but 'why would I do that?' https://t.co/QfCp1KbqpW,90,FoxNews
0.8176,Mon Jun 04 13:09:35 +0000 2018,0.0,0.651,0.349,"The team you trust. The network you love.

Watch ""America's Newsroom,"" weekdays at 9a ET. https://t.co/Z4ji5TLZfc",91,FoxNews
0.0772,Mon Jun 04 13:04:16 +0000 2018,0.0,0.929,0.071,"Bay Area exodus? Nearly 50 percent of Californians say they want to move out soon, poll finds https://t.co/KLxJMhYv2F",92,FoxNews
-0.5267,Mon Jun 04 13:01:40 +0000 2018,0.298,0.702,0.0,Veteran saves trooper in danger of being shot https://t.co/6n0seX6U0C,93,FoxNews
0.7783,Mon Jun 04 12:40:23 +0000 2018,0.0,0.688,0.312,".@KellyannePolls: “The last president was given the Nobel Peace Prize, this president may actually earn it.” https://t.co/uA9UUDb4hr",94,FoxNews
0.5849,Mon Jun 04 12:38:58 +0000 2018,0.0,0.798,0.202,".@KellyannePolls: “We have fewer regulations, more optimism, an economy that’s absolutely booming and frankly, more… https://t.co/DRmibCNmTj",95,FoxNews
0.4588,Mon Jun 04 12:27:51 +0000 2018,0.0,0.786,0.214,GM executive wrecks Corvette pace car at Indycar's Detroit Grand Prix https://t.co/rfX7zsjyzJ,96,FoxNews
0.0,Mon Jun 04 12:17:01 +0000 2018,0.0,1.0,0.0,.@FLOTUS Will Attend Gold Star Event Today https://t.co/f602xngkvz,97,FoxNews
0.128,Mon Jun 04 11:56:56 +0000 2018,0.0,0.897,0.103,Jon Stewart comes to defense of Samantha Bee over vulgar Ivanka Trump comments https://t.co/8MWAvLc1WM,98,FoxNews
0.6666,Mon Jun 04 11:46:22 +0000 2018,0.0,0.729,0.271,.@FreemanWSJ: “It’s really about the best time ever to look for a job.” https://t.co/OCBpzUhFDw,99,FoxNews
0.0,Mon Jun 04 11:41:55 +0000 2018,0.0,1.0,0.0,.@lizpeek: “All the news on manufacturing is incredibly strong.” https://t.co/IVMMVi6OP2,100,FoxNews
-0.6369,Mon Jun 04 21:00:07 +0000 2018,0.167,0.833,0.0,"""It took me 5 months to find out how many times my son was shot.""

A Baltimore teenager was fatally shot by a polic… https://t.co/On74QmUSDz",1,nytimes
0.0,Mon Jun 04 20:50:03 +0000 2018,0.0,1.0,0.0,RT @jennymedina: NYT reporters are all over California to report on the June 5 primary. I'm in the 48th district in the heart of Orange Cou…,2,nytimes
0.0,Mon Jun 04 20:36:03 +0000 2018,0.0,1.0,0.0,Howard Schultz is stepping away from Starbucks. The move is likely to stoke speculation of a push into politics. He… https://t.co/Yz8LF2Lmq6,3,nytimes
-0.0516,Mon Jun 04 20:31:08 +0000 2018,0.054,0.946,0.0,RT @andrewrsorkin: Breaking News: Howard Schultz will leave @Starbucks at end of month. End of era. Says he will consider “public service”…,4,nytimes
0.296,Mon Jun 04 20:20:05 +0000 2018,0.0,0.901,0.099,"RT @tackettdc: Senior EPA official ""acted essentially as the personal assistant to"" Scott Pruitt, helping him hunt for an apartment, travel…",5,nytimes
0.6597,Mon Jun 04 20:10:02 +0000 2018,0.0,0.769,0.231,"In Orange County, California, Democrats are counting on immigrants to help the party pull off, if not quite a blue… https://t.co/FWt0QHx0QS",6,nytimes
0.5106,Mon Jun 04 20:00:12 +0000 2018,0.0,0.858,0.142,He was cheered at his graduation for quoting a speech by President Trump. Then he revealed who actually said it: Ba… https://t.co/NFT3EuP6ND,7,nytimes
0.3716,Mon Jun 04 19:50:04 +0000 2018,0.063,0.816,0.121,"RT @ChuBailiang: “No one said to shoot, but it was, like, ‘We’re going to teach them a lesson,’ and then those soldiers unleashed their fur…",8,nytimes
-0.7506,Mon Jun 04 19:40:02 +0000 2018,0.412,0.588,0.0,Volkswagen is abandoning animal testing after being criticized for subjecting monkeys to diesel exhaust fumes https://t.co/a4BLyXl0tT,9,nytimes
0.0,Mon Jun 04 19:30:16 +0000 2018,0.0,1.0,0.0,"RT @grynbaum: Here's my profile of Seymour Hersh, whose caustic &amp; revealing memoir of a life in journalism is out tomorrow. https://t.co/MV…",10,nytimes
0.3182,Mon Jun 04 19:20:04 +0000 2018,0.0,0.901,0.099,President Trump said he had the power to pardon himself. It's a sign that he could take extreme action to shield hi… https://t.co/fhKascGIyQ,11,nytimes
0.1779,Mon Jun 04 19:10:05 +0000 2018,0.0,0.925,0.075,"RT @melbournecoal: NYT reporters are all over CA today, the last day before the primary, bringing you updates from competitive districts ac…",12,nytimes
0.0258,Mon Jun 04 19:00:10 +0000 2018,0.224,0.544,0.231,The ideal subjects for a salt study? Maybe prisoners. https://t.co/Nnl47MW5TO https://t.co/9ZbOz4Wjhp,13,nytimes
0.6249,Mon Jun 04 18:50:06 +0000 2018,0.0,0.83,0.17,RT @UpshotNYT: More experts joined the conversation on the great medical mystery of the 1980s: why health costs began skyrocketing compared…,14,nytimes
0.7096,Mon Jun 04 18:40:07 +0000 2018,0.0,0.731,0.269,"Dolly Parton: ""I am thrilled to be bringing some of my favorite songs to life with Netflix"" https://t.co/vWGI3VGlmS",15,nytimes
-0.765,Mon Jun 04 18:31:03 +0000 2018,0.292,0.708,0.0,"The suspect wanted in the killing of 4 people in Arizona, including a psychiatrist in the JonBenet Ramsey investiga… https://t.co/fSqDGvR8ym",16,nytimes
0.1531,Mon Jun 04 18:20:06 +0000 2018,0.0,0.918,0.082,"RT @elizabethjdias: Today I'm spending the day with @TJCoxCongress, the Democrat who is challenging Republican incumbent @dgvaladao in the…",17,nytimes
0.0,Mon Jun 04 18:10:08 +0000 2018,0.0,1.0,0.0,The U.S. ambassador to Germany said that he wanted to empower conservative leaders in Europe who dared to challenge… https://t.co/l4dqfFpYsA,18,nytimes
-0.3818,Mon Jun 04 18:00:05 +0000 2018,0.138,0.78,0.082,RT @stavernise: Please listen to our story of one family in Baltimore and their search for answers about the death of their son. https://t.…,19,nytimes
0.7906,Mon Jun 04 17:50:05 +0000 2018,0.0,0.708,0.292,The Supreme Court turned away a request from the Justice Department to discipline lawyers with the ACLU for assisti… https://t.co/3AYiFqXoxy,20,nytimes
-0.6369,Mon Jun 04 21:00:07 +0000 2018,0.167,0.833,0.0,"""It took me 5 months to find out how many times my son was shot.""

A Baltimore teenager was fatally shot by a polic… https://t.co/On74QmUSDz",21,nytimes
0.0,Mon Jun 04 20:50:03 +0000 2018,0.0,1.0,0.0,RT @jennymedina: NYT reporters are all over California to report on the June 5 primary. I'm in the 48th district in the heart of Orange Cou…,22,nytimes
0.0,Mon Jun 04 20:36:03 +0000 2018,0.0,1.0,0.0,Howard Schultz is stepping away from Starbucks. The move is likely to stoke speculation of a push into politics. He… https://t.co/Yz8LF2Lmq6,23,nytimes
-0.0516,Mon Jun 04 20:31:08 +0000 2018,0.054,0.946,0.0,RT @andrewrsorkin: Breaking News: Howard Schultz will leave @Starbucks at end of month. End of era. Says he will consider “public service”…,24,nytimes
0.296,Mon Jun 04 20:20:05 +0000 2018,0.0,0.901,0.099,"RT @tackettdc: Senior EPA official ""acted essentially as the personal assistant to"" Scott Pruitt, helping him hunt for an apartment, travel…",25,nytimes
0.6597,Mon Jun 04 20:10:02 +0000 2018,0.0,0.769,0.231,"In Orange County, California, Democrats are counting on immigrants to help the party pull off, if not quite a blue… https://t.co/FWt0QHx0QS",26,nytimes
0.5106,Mon Jun 04 20:00:12 +0000 2018,0.0,0.858,0.142,He was cheered at his graduation for quoting a speech by President Trump. Then he revealed who actually said it: Ba… https://t.co/NFT3EuP6ND,27,nytimes
0.3716,Mon Jun 04 19:50:04 +0000 2018,0.063,0.816,0.121,"RT @ChuBailiang: “No one said to shoot, but it was, like, ‘We’re going to teach them a lesson,’ and then those soldiers unleashed their fur…",28,nytimes
-0.7506,Mon Jun 04 19:40:02 +0000 2018,0.412,0.588,0.0,Volkswagen is abandoning animal testing after being criticized for subjecting monkeys to diesel exhaust fumes https://t.co/a4BLyXl0tT,29,nytimes
0.0,Mon Jun 04 19:30:16 +0000 2018,0.0,1.0,0.0,"RT @grynbaum: Here's my profile of Seymour Hersh, whose caustic &amp; revealing memoir of a life in journalism is out tomorrow. https://t.co/MV…",30,nytimes
0.3182,Mon Jun 04 19:20:04 +0000 2018,0.0,0.901,0.099,President Trump said he had the power to pardon himself. It's a sign that he could take extreme action to shield hi… https://t.co/fhKascGIyQ,31,nytimes
0.1779,Mon Jun 04 19:10:05 +0000 2018,0.0,0.925,0.075,"RT @melbournecoal: NYT reporters are all over CA today, the last day before the primary, bringing you updates from competitive districts ac…",32,nytimes
0.0258,Mon Jun 04 19:00:10 +0000 2018,0.224,0.544,0.231,The ideal subjects for a salt study? Maybe prisoners. https://t.co/Nnl47MW5TO https://t.co/9ZbOz4Wjhp,33,nytimes
0.6249,Mon Jun 04 18:50:06 +0000 2018,0.0,0.83,0.17,RT @UpshotNYT: More experts joined the conversation on the great medical mystery of the 1980s: why health costs began skyrocketing compared…,34,nytimes
0.7096,Mon Jun 04 18:40:07 +0000 2018,0.0,0.731,0.269,"Dolly Parton: ""I am thrilled to be bringing some of my favorite songs to life with Netflix"" https://t.co/vWGI3VGlmS",35,nytimes
-0.765,Mon Jun 04 18:31:03 +0000 2018,0.292,0.708,0.0,"The suspect wanted in the killing of 4 people in Arizona, including a psychiatrist in the JonBenet Ramsey investiga… https://t.co/fSqDGvR8ym",36,nytimes
0.1531,Mon Jun 04 18:20:06 +0000 2018,0.0,0.918,0.082,"RT @elizabethjdias: Today I'm spending the day with @TJCoxCongress, the Democrat who is challenging Republican incumbent @dgvaladao in the…",37,nytimes
0.0,Mon Jun 04 18:10:08 +0000 2018,0.0,1.0,0.0,The U.S. ambassador to Germany said that he wanted to empower conservative leaders in Europe who dared to challenge… https://t.co/l4dqfFpYsA,38,nytimes
-0.3818,Mon Jun 04 18:00:05 +0000 2018,0.138,0.78,0.082,RT @stavernise: Please listen to our story of one family in Baltimore and their search for answers about the death of their son. https://t.…,39,nytimes
0.7906,Mon Jun 04 17:50:05 +0000 2018,0.0,0.708,0.292,The Supreme Court turned away a request from the Justice Department to discipline lawyers with the ACLU for assisti… https://t.co/3AYiFqXoxy,40,nytimes
-0.4767,Mon Jun 04 17:40:10 +0000 2018,0.181,0.819,0.0,Facebook tried to rein in fake ads. It fell short in a California race. https://t.co/TEOBeVOBy1 https://t.co/K8LViRmq6o,41,nytimes
0.0,Mon Jun 04 17:30:05 +0000 2018,0.0,1.0,0.0,"RT @zwoolfe: Michael Hersch turns his cancer-stricken friend's emails into music (""with absolute brutality"") https://t.co/GO1tupM6Oa https:…",42,nytimes
0.5719,Mon Jun 04 17:20:10 +0000 2018,0.0,0.829,0.171,“I wasn’t happy because he just got a new bat last year. I really thought he was set for a while.” https://t.co/smQ1gLXh7p,43,nytimes
0.0,Mon Jun 04 17:10:06 +0000 2018,0.0,1.0,0.0,☀️+ 🍝= 💯https://t.co/7iVYOLtHYk,44,nytimes
0.2023,Mon Jun 04 17:00:07 +0000 2018,0.141,0.649,0.21,RT @TimHerrera: Ever spent an agonizing amount of time on a relatively simple decision? This will help make it easier https://t.co/5ZABBdCT…,45,nytimes
0.0,Mon Jun 04 16:56:20 +0000 2018,0.0,1.0,0.0,Stay up to date with news about California in our California Today newsletter. Sign up here. https://t.co/afialtICQZ,46,nytimes
0.0,Mon Jun 04 16:55:40 +0000 2018,0.0,1.0,0.0,"While Democrats have spent millions trying to seize Republican seats in California in the midterms, voters in the C… https://t.co/qKvQDuVO5s",47,nytimes
0.296,Mon Jun 04 16:53:16 +0000 2018,0.111,0.726,0.162,"There's an evangelical fight to win back California. Franklin Graham, son of Billy Graham, is urging evangelicals t… https://t.co/lKExoakYbR",48,nytimes
0.128,Mon Jun 04 16:50:05 +0000 2018,0.096,0.786,0.118,"With so many Democrats running in California congressional races, the party is worried that the vote will be splint… https://t.co/bsch6Gg1WU",49,nytimes
-0.5267,Mon Jun 04 16:45:04 +0000 2018,0.196,0.804,0.0,California Republicans are worried they may have no candidates for governor or U.S. senator on the state's ballot i… https://t.co/mIloDF2eYq,50,nytimes
-0.2382,Mon Jun 04 16:40:15 +0000 2018,0.136,0.775,0.09,"California's primary on Tuesday has high stakes for both parties. But Democrats and Republicans are worried, mostly… https://t.co/IFrTAsB31t",51,nytimes
0.3818,Mon Jun 04 16:35:05 +0000 2018,0.0,0.88,0.12,California is offering some of the biggest opportunities for Democrats to take back the House. Here's a look at wha… https://t.co/JHYxKwirjS,52,nytimes
0.0,Mon Jun 04 16:30:09 +0000 2018,0.0,1.0,0.0,Apple kicks off its annual conference for developers on Monday at 10 a.m. Pacific time. Here’s what to expect. https://t.co/FR5lzhfVdb,53,nytimes
0.0,Mon Jun 04 16:20:02 +0000 2018,0.0,1.0,0.0,Patricia Oliver received her son's diploma while wearing a yellow shirt with 5 words on the front: This should be m… https://t.co/XVAIUhYvQN,54,nytimes
0.0,Mon Jun 04 16:10:05 +0000 2018,0.0,1.0,0.0,"A senior aide to Scott Pruitt worked unpaid to find him housing, book his personal travel to the Rose Bowl and try… https://t.co/SxQDYaJku6",55,nytimes
0.5719,Mon Jun 04 16:00:06 +0000 2018,0.0,0.866,0.134,"RT @MichaelPaulson: Four years ago, I went to Colorado to write about the baker who turned away a gay couple. Today, he won his case at the…",56,nytimes
-0.2411,Mon Jun 04 15:50:02 +0000 2018,0.103,0.897,0.0,Bill Clinton says he never privately apologized to Monica Lewinsky and doesn't feel that he needs to https://t.co/gkhn4tBjsT,57,nytimes
0.1531,Mon Jun 04 15:40:10 +0000 2018,0.092,0.789,0.118,American Special Operations forces are likely to be sharply cut in Africa as a result of a new Pentagon strategy th… https://t.co/14XsS7toDL,58,nytimes
-0.9217,Mon Jun 04 15:30:07 +0000 2018,0.504,0.496,0.0,"""It was a despicable display of sexism and grave abuse of authority."" Critics accused Rodrigo Duterte of abusing hi… https://t.co/nPtUHAJCtA",59,nytimes
-0.0258,Mon Jun 04 15:20:02 +0000 2018,0.052,0.899,0.049,"RT @katie_thomas: “Unlike EpiPen, women are not going to be rising up and saying, ‘My vagina is dry and I don’t want to pay 2,000 to 3,000…",60,nytimes
0.0,Mon Jun 04 15:10:07 +0000 2018,0.0,1.0,0.0,Microsoft has transformed itself into a key player in cloud computing. The company's $7.5 billion purchase of GitHu… https://t.co/0lWUsfsc8o,61,nytimes
0.2144,Mon Jun 04 15:00:13 +0000 2018,0.074,0.777,0.149,RT @nickconfessore: —&gt; New blog post from @facebook exec challenging aspects of our story today. We disagree but worth reading to understan…,62,nytimes
0.4939,Mon Jun 04 14:40:06 +0000 2018,0.0,0.862,0.138,"""When you're not sitting across from someone, you're sitting across from the world."" The joys of a table for one in… https://t.co/j1Gpb8F0RR",63,nytimes
0.5574,Mon Jun 04 14:35:55 +0000 2018,0.0,0.833,0.167,"Breaking News: The Supreme Court sided with a Colorado baker, voting 7 to 2 in a closely watched case pitting gay r… https://t.co/R5MFtMr2lR",64,nytimes
-0.296,Mon Jun 04 14:30:07 +0000 2018,0.145,0.855,0.0,Video: Antarctic sea spiders have no lungs or gills. Here's how they breathe. https://t.co/h3Fh9evdd6,65,nytimes
0.0,Mon Jun 04 14:14:00 +0000 2018,0.0,1.0,0.0,"Serena Williams: ""I gave up so much, from the time with my daughter and time with my family. I put everything on th… https://t.co/rzsDznp7aq",66,nytimes
0.6808,Mon Jun 04 14:05:04 +0000 2018,0.0,0.663,0.337,"Democrats hope an Asian influx will help turn Orange County, California, blue https://t.co/buj8ogiAiA",67,nytimes
0.0,Mon Jun 04 13:51:36 +0000 2018,0.0,1.0,0.0,"RT @gabrieldance: for our story today on facebook’s data-sharing partnerships with device makers such as BlackBerry, Apple, Samsung, Amazon…",68,nytimes
-0.4102,Mon Jun 04 13:51:05 +0000 2018,0.206,0.701,0.093,"Serena Williams is out of the French Open. No, she didn't lose to Maria Sharapova. She has an injury.  https://t.co/zWjiDjuBMm",69,nytimes
0.0,Mon Jun 04 13:43:04 +0000 2018,0.0,1.0,0.0,"""We got him,"" the officer says on the video, which has been viewed more than 100,000 times on Facebook https://t.co/D3J6bLwKp1",70,nytimes
0.6705,Mon Jun 04 13:30:08 +0000 2018,0.0,0.756,0.244,Steven Mnuchin has so far managed to stay in President Trump's good graces while advocating a more free-trade appro… https://t.co/Omfw2WJ5Bn,71,nytimes
0.3182,Mon Jun 04 13:29:20 +0000 2018,0.0,0.897,0.103,Breaking News: President Trump said he had the power to pardon himself. It's a sign that he could take extreme acti… https://t.co/Zyta34EJ9J,72,nytimes
0.4939,Mon Jun 04 13:28:04 +0000 2018,0.0,0.868,0.132,The whale washed ashore with nearly 18 pounds of plastic in its stomach. Veterinarians had tried to save its life a… https://t.co/ytqVTYrvcR,73,nytimes
0.0,Mon Jun 04 13:16:03 +0000 2018,0.0,1.0,0.0,"Bashar al-Assad plans to visit Kim Jong-un, North Korea's state-run news media said  https://t.co/qbbFm3mISp",74,nytimes
0.0,Mon Jun 04 13:00:15 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/QfTxN7srSH https://t.co/cGK8aTJAio,75,nytimes
-0.7841,Mon Jun 04 12:45:09 +0000 2018,0.33,0.67,0.0,"A volcano erupted near Guatemala's capital, killing at least 25 people and leaving many more missing https://t.co/hAHd5ezl2m",76,nytimes
-0.6486,Mon Jun 04 12:15:04 +0000 2018,0.227,0.773,0.0,"Nearly 50 years after it was stolen, possible evidence suggests that Caravaggio's ""Nativity"" may have been cut up a… https://t.co/oqoLmGZLRR",77,nytimes
-0.802,Mon Jun 04 12:10:07 +0000 2018,0.286,0.714,0.0,"The London police have blamed a bleak rap genre, drill, for a rise in violence. They've gotten YouTube to take down… https://t.co/4Sdt0jDDCg",78,nytimes
-0.5994,Mon Jun 04 12:00:08 +0000 2018,0.196,0.804,0.0,"Your daily @DealBook Briefing:

• Facebook gave hardware firms deep access to your information.

• A trade war coul… https://t.co/HgNljbqfsj",79,nytimes
-0.7579,Mon Jun 04 11:44:05 +0000 2018,0.289,0.711,0.0,"A rare, brain-damaging virus that experts consider a possible epidemic threat has broken out in the state of Kerala… https://t.co/IpZI8f16bK",80,nytimes
-0.875,Mon Jun 04 11:31:06 +0000 2018,0.417,0.583,0.0,"A suicide bomber targeted a gathering of Afghan religious scholars who were meeting to condemn such attacks, killin… https://t.co/1nWpleqDlA",81,nytimes
-0.8625,Mon Jun 04 11:14:03 +0000 2018,0.312,0.688,0.0,"A year after the killing of Freddie Gray, a teenager in Baltimore was fatally shot by the police. This is the story… https://t.co/pYDNFpT6sz",82,nytimes
-0.2732,Mon Jun 04 11:00:07 +0000 2018,0.104,0.896,0.0,"""Westworld"" has been pushing its viewers to the edge of comprehension and beyond this season, our critic writes https://t.co/7cEJIml33w",83,nytimes
0.0,Mon Jun 04 10:43:04 +0000 2018,0.0,1.0,0.0,"The French interior minister called her appearance ""shocking."" The minister of gender equality said she exhibited a… https://t.co/M7G1ZIZdMm",84,nytimes
0.4019,Mon Jun 04 10:31:03 +0000 2018,0.0,0.87,0.13,"Voters in Slovenia gave victory to a populist party, in elections that tilted another European country to the right https://t.co/XLY7jx8hq6",85,nytimes
-0.6369,Mon Jun 04 10:17:03 +0000 2018,0.259,0.639,0.102,"Razan al-Najjar was trying to help an injured protester when she was fatally shot by Israeli soldiers, witnesses sa… https://t.co/5YUJZqNwj4",86,nytimes
0.0,Mon Jun 04 10:00:06 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/DQgjrWZF5x https://t.co/iBuWjefV0u,87,nytimes
-0.6597,Mon Jun 04 09:45:08 +0000 2018,0.206,0.794,0.0,Many women with early-stage breast cancer who would receive chemotherapy under current standards do not actually ne… https://t.co/d61bmeODHK,88,nytimes
0.4019,Mon Jun 04 09:30:03 +0000 2018,0.0,0.876,0.124,"An Australian politician's partner says his party urged her to have abortion. ""They said, 'If you don't, they're go… https://t.co/rgF9LudClx",89,nytimes
0.0,Mon Jun 04 09:15:05 +0000 2018,0.0,1.0,0.0,"""You're not going to be able to read"" his next book, Michael Lewis said. ""You're only going to be able to listen to… https://t.co/b8p2VMwW1j",90,nytimes
0.438,Mon Jun 04 09:00:04 +0000 2018,0.0,0.879,0.121,"""They tried to hit him but he defended himself and pushed them away. He wasn't injured. Then I think they also reco… https://t.co/ObtN9519mZ",91,nytimes
-0.5106,Mon Jun 04 08:44:03 +0000 2018,0.142,0.858,0.0,"""If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/MWFMVmPCRG",92,nytimes
-0.0572,Mon Jun 04 08:29:05 +0000 2018,0.075,0.925,0.0,"""Until now they don't understand they can't walk. They don't want to talk about it."" https://t.co/svLZnypLc7",93,nytimes
0.4767,Mon Jun 04 08:16:05 +0000 2018,0.0,0.866,0.134,"Facebook let Apple, Samsung and other device makers tap into the data of users and their friends, raising new conce… https://t.co/rK744yDfxC",94,nytimes
0.0,Mon Jun 04 08:00:09 +0000 2018,0.0,1.0,0.0,How to finally just make a decision https://t.co/9A2rFVt49h,95,nytimes
0.25,Mon Jun 04 07:45:04 +0000 2018,0.121,0.67,0.21,"RT @nytimesworld: A surprising non-factor in Mexico's presidential campaign? Donald Trump. Voters are focused on domestic problems, not Mr.…",96,nytimes
-0.3818,Mon Jun 04 07:16:55 +0000 2018,0.126,0.874,0.0,"RT @nytimesworld: Emergency workers in Guatemala were searching for survivors after a volcano erupted near the country’s capital on Sunday,…",97,nytimes
-0.4854,Mon Jun 04 07:03:53 +0000 2018,0.206,0.794,0.0,"""Photographs of atrocity always confront us with questions of inequality. But these questions can no longer simply… https://t.co/bJizQaMc8F",98,nytimes
-0.3818,Mon Jun 04 06:47:15 +0000 2018,0.126,0.874,0.0,"A 20-page letter from President Trump's lawyers to Robert Mueller, obtained by The New York Times, argues that the… https://t.co/opg4AKranv",99,nytimes
-0.5574,Mon Jun 04 06:30:43 +0000 2018,0.223,0.777,0.0,At the Gucci graveyard was a runway strafed by fire and lit by the flickering of iron candelabras https://t.co/qnxfUPOrBq,100,nytimes
